source,group,repository,revision,sample_offset_or_method,row_id,task_grounding,substantive_progress,evidence_and_correction,ending_and_handoff,training_signal,total,severe_defects,source_median,source_grade
penfever-traces/minimax-m27-131k/exp_rpt_nemotron-cpp,Penfever MiniMax M27 131K,open-athena/exp_rpt_nemotron-cpp-minimax-m27-131k-traces,57234a0,3117,3121,2,2,1,2,1,8,,7.5,B
penfever-traces/minimax-m27-131k/exp_rpt_nemotron-cpp,Penfever MiniMax M27 131K,open-athena/exp_rpt_nemotron-cpp-minimax-m27-131k-traces,57234a0,3117,3122,2,2,0,2,1,7,,7.5,B
penfever-traces/minimax-m27-131k/exp_rpt_nemotron-cpp,Penfever MiniMax M27 131K,open-athena/exp_rpt_nemotron-cpp-minimax-m27-131k-traces,57234a0,3117,3123,2,2,0,2,1,7,,7.5,B
penfever-traces/minimax-m27-131k/exp_rpt_nemotron-cpp,Penfever MiniMax M27 131K,open-athena/exp_rpt_nemotron-cpp-minimax-m27-131k-traces,57234a0,3117,3124,2,2,1,2,1,8,,7.5,B
penfever-traces/minimax-m27-131k/exp_rpt_nemotron-cpp,Penfever MiniMax M27 131K,open-athena/exp_rpt_nemotron-cpp-minimax-m27-131k-traces,57234a0,3117,3125,2,2,0,2,1,7,,7.5,B
penfever-traces/minimax-m27-131k/exp_rpt_nemotron-cpp,Penfever MiniMax M27 131K,open-athena/exp_rpt_nemotron-cpp-minimax-m27-131k-traces,57234a0,3117,3126,2,2,1,2,1,8,,7.5,B
penfever-traces/minimax-m27-131k/exp_rpt_pr,Penfever MiniMax M27 131K,open-athena/exp_rpt_pr-minimax-m27-131k-traces,339038c,2436,2436,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_pr,Penfever MiniMax M27 131K,open-athena/exp_rpt_pr-minimax-m27-131k-traces,339038c,2436,2437,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_pr,Penfever MiniMax M27 131K,open-athena/exp_rpt_pr-minimax-m27-131k-traces,339038c,2436,2438,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_pr,Penfever MiniMax M27 131K,open-athena/exp_rpt_pr-minimax-m27-131k-traces,339038c,2436,2439,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_pr,Penfever MiniMax M27 131K,open-athena/exp_rpt_pr-minimax-m27-131k-traces,339038c,2436,2440,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_pr,Penfever MiniMax M27 131K,open-athena/exp_rpt_pr-minimax-m27-131k-traces,339038c,2436,2441,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_pr,Penfever MiniMax M27 131K,open-athena/exp_rpt_pr-minimax-m27-131k-traces,339038c,2436,2442,2,2,0,2,1,7,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_pr,Penfever MiniMax M27 131K,open-athena/exp_rpt_pr-minimax-m27-131k-traces,339038c,2436,2443,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_pr,Penfever MiniMax M27 131K,open-athena/exp_rpt_pr-minimax-m27-131k-traces,339038c,2436,2444,2,2,0,2,1,7,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_pr,Penfever MiniMax M27 131K,open-athena/exp_rpt_pr-minimax-m27-131k-traces,339038c,2436,2445,2,2,0,2,1,7,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_pymethods2test-v3,Penfever MiniMax M27 131K,open-athena/exp_rpt_pymethods2test-v3-minimax-m27-131k-traces,7c657fc,139,139,2,2,1,2,2,9,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_pymethods2test-v3,Penfever MiniMax M27 131K,open-athena/exp_rpt_pymethods2test-v3-minimax-m27-131k-traces,7c657fc,139,140,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_pymethods2test-v3,Penfever MiniMax M27 131K,open-athena/exp_rpt_pymethods2test-v3-minimax-m27-131k-traces,7c657fc,139,141,2,2,2,2,1,9,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_pymethods2test-v3,Penfever MiniMax M27 131K,open-athena/exp_rpt_pymethods2test-v3-minimax-m27-131k-traces,7c657fc,139,142,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_pymethods2test-v3,Penfever MiniMax M27 131K,open-athena/exp_rpt_pymethods2test-v3-minimax-m27-131k-traces,7c657fc,139,143,2,2,1,1,1,7,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_pymethods2test-v3,Penfever MiniMax M27 131K,open-athena/exp_rpt_pymethods2test-v3-minimax-m27-131k-traces,7c657fc,139,144,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_pymethods2test-v3,Penfever MiniMax M27 131K,open-athena/exp_rpt_pymethods2test-v3-minimax-m27-131k-traces,7c657fc,139,145,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_pymethods2test-v3,Penfever MiniMax M27 131K,open-athena/exp_rpt_pymethods2test-v3-minimax-m27-131k-traces,7c657fc,139,147,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_pymethods2test-v3,Penfever MiniMax M27 131K,open-athena/exp_rpt_pymethods2test-v3-minimax-m27-131k-traces,7c657fc,139,148,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_pymethods2test-v3,Penfever MiniMax M27 131K,open-athena/exp_rpt_pymethods2test-v3-minimax-m27-131k-traces,7c657fc,139,149,2,2,1,1,1,7,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_pymethods2test-large,Penfever MiniMax M27 131K,open-athena/exp_rpt_pymethods2test-large-minimax-m27-131k-traces,265256e,2019,2019,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_pymethods2test-large,Penfever MiniMax M27 131K,open-athena/exp_rpt_pymethods2test-large-minimax-m27-131k-traces,265256e,2019,2020,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_pymethods2test-large,Penfever MiniMax M27 131K,open-athena/exp_rpt_pymethods2test-large-minimax-m27-131k-traces,265256e,2019,2021,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_pymethods2test-large,Penfever MiniMax M27 131K,open-athena/exp_rpt_pymethods2test-large-minimax-m27-131k-traces,265256e,2019,2022,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_pymethods2test-large,Penfever MiniMax M27 131K,open-athena/exp_rpt_pymethods2test-large-minimax-m27-131k-traces,265256e,2019,2023,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_pymethods2test-large,Penfever MiniMax M27 131K,open-athena/exp_rpt_pymethods2test-large-minimax-m27-131k-traces,265256e,2019,2024,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_pymethods2test-large,Penfever MiniMax M27 131K,open-athena/exp_rpt_pymethods2test-large-minimax-m27-131k-traces,265256e,2019,2025,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_pymethods2test-large,Penfever MiniMax M27 131K,open-athena/exp_rpt_pymethods2test-large-minimax-m27-131k-traces,265256e,2019,2026,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_pymethods2test-large,Penfever MiniMax M27 131K,open-athena/exp_rpt_pymethods2test-large-minimax-m27-131k-traces,265256e,2019,2027,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_pymethods2test-large,Penfever MiniMax M27 131K,open-athena/exp_rpt_pymethods2test-large-minimax-m27-131k-traces,265256e,2019,2028,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_stack-bash-v3,Penfever MiniMax M27 131K,open-athena/exp_rpt_stack-bash-v3-minimax-m27-131k-traces,43cf228,2656,2656,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_stack-bash-v3,Penfever MiniMax M27 131K,open-athena/exp_rpt_stack-bash-v3-minimax-m27-131k-traces,43cf228,2656,2657,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_stack-bash-v3,Penfever MiniMax M27 131K,open-athena/exp_rpt_stack-bash-v3-minimax-m27-131k-traces,43cf228,2656,2658,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_stack-bash-v3,Penfever MiniMax M27 131K,open-athena/exp_rpt_stack-bash-v3-minimax-m27-131k-traces,43cf228,2656,2659,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_stack-bash-v3,Penfever MiniMax M27 131K,open-athena/exp_rpt_stack-bash-v3-minimax-m27-131k-traces,43cf228,2656,2660,2,2,0,2,1,7,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_stack-bash-v3,Penfever MiniMax M27 131K,open-athena/exp_rpt_stack-bash-v3-minimax-m27-131k-traces,43cf228,2656,2661,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_stack-bash-v3,Penfever MiniMax M27 131K,open-athena/exp_rpt_stack-bash-v3-minimax-m27-131k-traces,43cf228,2656,2663,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_stack-bash-v3,Penfever MiniMax M27 131K,open-athena/exp_rpt_stack-bash-v3-minimax-m27-131k-traces,43cf228,2656,2664,2,2,0,2,1,7,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_stack-bash-v3,Penfever MiniMax M27 131K,open-athena/exp_rpt_stack-bash-v3-minimax-m27-131k-traces,43cf228,2656,2665,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_stack-bash-v3,Penfever MiniMax M27 131K,open-athena/exp_rpt_stack-bash-v3-minimax-m27-131k-traces,43cf228,2656,2667,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_stack-pytest-v2,Penfever MiniMax M27 131K,open-athena/exp_rpt_stack-pytest-v2-minimax-m27-131k-traces,615dc24,248,248,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_stack-pytest-v2,Penfever MiniMax M27 131K,open-athena/exp_rpt_stack-pytest-v2-minimax-m27-131k-traces,615dc24,248,249,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_stack-pytest-v2,Penfever MiniMax M27 131K,open-athena/exp_rpt_stack-pytest-v2-minimax-m27-131k-traces,615dc24,248,250,2,2,2,2,1,9,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_stack-pytest-v2,Penfever MiniMax M27 131K,open-athena/exp_rpt_stack-pytest-v2-minimax-m27-131k-traces,615dc24,248,251,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_stack-pytest-v2,Penfever MiniMax M27 131K,open-athena/exp_rpt_stack-pytest-v2-minimax-m27-131k-traces,615dc24,248,252,2,2,2,1,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_stack-pytest-v2,Penfever MiniMax M27 131K,open-athena/exp_rpt_stack-pytest-v2-minimax-m27-131k-traces,615dc24,248,253,2,2,2,2,1,9,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_stack-pytest-v2,Penfever MiniMax M27 131K,open-athena/exp_rpt_stack-pytest-v2-minimax-m27-131k-traces,615dc24,248,254,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_stack-pytest-v2,Penfever MiniMax M27 131K,open-athena/exp_rpt_stack-pytest-v2-minimax-m27-131k-traces,615dc24,248,255,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_stack-pytest-v2,Penfever MiniMax M27 131K,open-athena/exp_rpt_stack-pytest-v2-minimax-m27-131k-traces,615dc24,248,256,2,2,1,1,1,7,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_stack-pytest-v2,Penfever MiniMax M27 131K,open-athena/exp_rpt_stack-pytest-v2-minimax-m27-131k-traces,615dc24,248,257,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_stack-pytest-large,Penfever MiniMax M27 131K,open-athena/exp_rpt_stack-pytest-large-minimax-m27-131k-traces,dc6dd41,763,763,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_stack-pytest-large,Penfever MiniMax M27 131K,open-athena/exp_rpt_stack-pytest-large-minimax-m27-131k-traces,dc6dd41,763,764,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_stack-pytest-large,Penfever MiniMax M27 131K,open-athena/exp_rpt_stack-pytest-large-minimax-m27-131k-traces,dc6dd41,763,765,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_stack-pytest-large,Penfever MiniMax M27 131K,open-athena/exp_rpt_stack-pytest-large-minimax-m27-131k-traces,dc6dd41,763,766,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_stack-pytest-large,Penfever MiniMax M27 131K,open-athena/exp_rpt_stack-pytest-large-minimax-m27-131k-traces,dc6dd41,763,767,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_stack-pytest-large,Penfever MiniMax M27 131K,open-athena/exp_rpt_stack-pytest-large-minimax-m27-131k-traces,dc6dd41,763,768,2,2,0,1,1,6,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_stack-pytest-large,Penfever MiniMax M27 131K,open-athena/exp_rpt_stack-pytest-large-minimax-m27-131k-traces,dc6dd41,763,769,2,2,2,1,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_stack-pytest-large,Penfever MiniMax M27 131K,open-athena/exp_rpt_stack-pytest-large-minimax-m27-131k-traces,dc6dd41,763,771,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_stack-pytest-large,Penfever MiniMax M27 131K,open-athena/exp_rpt_stack-pytest-large-minimax-m27-131k-traces,dc6dd41,763,772,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_stack-pytest-large,Penfever MiniMax M27 131K,open-athena/exp_rpt_stack-pytest-large-minimax-m27-131k-traces,dc6dd41,763,773,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_stack-junit-v6,Penfever MiniMax M27 131K,open-athena/exp_rpt_stack-junit-v6-minimax-m27-131k-traces,93ef44a,785,785,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_stack-junit-v6,Penfever MiniMax M27 131K,open-athena/exp_rpt_stack-junit-v6-minimax-m27-131k-traces,93ef44a,785,786,2,2,0,2,1,7,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_stack-junit-v6,Penfever MiniMax M27 131K,open-athena/exp_rpt_stack-junit-v6-minimax-m27-131k-traces,93ef44a,785,787,2,2,0,2,1,7,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_stack-junit-v6,Penfever MiniMax M27 131K,open-athena/exp_rpt_stack-junit-v6-minimax-m27-131k-traces,93ef44a,785,788,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_stack-junit-v6,Penfever MiniMax M27 131K,open-athena/exp_rpt_stack-junit-v6-minimax-m27-131k-traces,93ef44a,785,789,2,2,0,2,1,7,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_stack-junit-v6,Penfever MiniMax M27 131K,open-athena/exp_rpt_stack-junit-v6-minimax-m27-131k-traces,93ef44a,785,790,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_stack-junit-v6,Penfever MiniMax M27 131K,open-athena/exp_rpt_stack-junit-v6-minimax-m27-131k-traces,93ef44a,785,791,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_stack-junit-v6,Penfever MiniMax M27 131K,open-athena/exp_rpt_stack-junit-v6-minimax-m27-131k-traces,93ef44a,785,793,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_stack-junit-v6,Penfever MiniMax M27 131K,open-athena/exp_rpt_stack-junit-v6-minimax-m27-131k-traces,93ef44a,785,794,2,2,0,2,1,7,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_stack-junit-v6,Penfever MiniMax M27 131K,open-athena/exp_rpt_stack-junit-v6-minimax-m27-131k-traces,93ef44a,785,795,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_unitsyn-python-v3,Penfever MiniMax M27 131K,open-athena/exp_rpt_unitsyn-python-v3-minimax-m27-131k-traces,8813f1d,362,362,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_unitsyn-python-v3,Penfever MiniMax M27 131K,open-athena/exp_rpt_unitsyn-python-v3-minimax-m27-131k-traces,8813f1d,362,363,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_unitsyn-python-v3,Penfever MiniMax M27 131K,open-athena/exp_rpt_unitsyn-python-v3-minimax-m27-131k-traces,8813f1d,362,364,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_unitsyn-python-v3,Penfever MiniMax M27 131K,open-athena/exp_rpt_unitsyn-python-v3-minimax-m27-131k-traces,8813f1d,362,365,2,2,1,1,1,7,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_unitsyn-python-v3,Penfever MiniMax M27 131K,open-athena/exp_rpt_unitsyn-python-v3-minimax-m27-131k-traces,8813f1d,362,367,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_unitsyn-python-v3,Penfever MiniMax M27 131K,open-athena/exp_rpt_unitsyn-python-v3-minimax-m27-131k-traces,8813f1d,362,368,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_unitsyn-python-v3,Penfever MiniMax M27 131K,open-athena/exp_rpt_unitsyn-python-v3-minimax-m27-131k-traces,8813f1d,362,369,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_unitsyn-python-v3,Penfever MiniMax M27 131K,open-athena/exp_rpt_unitsyn-python-v3-minimax-m27-131k-traces,8813f1d,362,370,2,2,0,2,1,7,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_unitsyn-python-v3,Penfever MiniMax M27 131K,open-athena/exp_rpt_unitsyn-python-v3-minimax-m27-131k-traces,8813f1d,362,371,2,2,1,1,2,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_unitsyn-python-v3,Penfever MiniMax M27 131K,open-athena/exp_rpt_unitsyn-python-v3-minimax-m27-131k-traces,8813f1d,362,372,2,2,2,2,1,9,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_unitsyn-python-large,Penfever MiniMax M27 131K,open-athena/exp_rpt_unitsyn-python-large-minimax-m27-131k-traces,8715b38,2676,2676,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_unitsyn-python-large,Penfever MiniMax M27 131K,open-athena/exp_rpt_unitsyn-python-large-minimax-m27-131k-traces,8715b38,2676,2677,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_unitsyn-python-large,Penfever MiniMax M27 131K,open-athena/exp_rpt_unitsyn-python-large-minimax-m27-131k-traces,8715b38,2676,2679,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_unitsyn-python-large,Penfever MiniMax M27 131K,open-athena/exp_rpt_unitsyn-python-large-minimax-m27-131k-traces,8715b38,2676,2680,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_unitsyn-python-large,Penfever MiniMax M27 131K,open-athena/exp_rpt_unitsyn-python-large-minimax-m27-131k-traces,8715b38,2676,2681,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_unitsyn-python-large,Penfever MiniMax M27 131K,open-athena/exp_rpt_unitsyn-python-large-minimax-m27-131k-traces,8715b38,2676,2682,2,2,0,1,2,7,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_unitsyn-python-large,Penfever MiniMax M27 131K,open-athena/exp_rpt_unitsyn-python-large-minimax-m27-131k-traces,8715b38,2676,2683,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_unitsyn-python-large,Penfever MiniMax M27 131K,open-athena/exp_rpt_unitsyn-python-large-minimax-m27-131k-traces,8715b38,2676,2684,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_unitsyn-python-large,Penfever MiniMax M27 131K,open-athena/exp_rpt_unitsyn-python-large-minimax-m27-131k-traces,8715b38,2676,2685,2,2,1,1,1,7,,8.0,B
penfever-traces/minimax-m27-131k/exp_rpt_unitsyn-python-large,Penfever MiniMax M27 131K,open-athena/exp_rpt_unitsyn-python-large-minimax-m27-131k-traces,8715b38,2676,2686,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/inferredbugs-sandboxes-verifier,Penfever MiniMax M27 131K,open-athena/inferredbugs-sandboxes-verifier-minimax-m27-131k-traces,d1e3350,981,981,2,2,1,2,1,8,,7.5,B
penfever-traces/minimax-m27-131k/inferredbugs-sandboxes-verifier,Penfever MiniMax M27 131K,open-athena/inferredbugs-sandboxes-verifier-minimax-m27-131k-traces,d1e3350,981,982,2,2,0,2,1,7,,7.5,B
penfever-traces/minimax-m27-131k/inferredbugs-sandboxes-verifier,Penfever MiniMax M27 131K,open-athena/inferredbugs-sandboxes-verifier-minimax-m27-131k-traces,d1e3350,981,984,2,2,1,2,1,8,,7.5,B
penfever-traces/minimax-m27-131k/inferredbugs-sandboxes-verifier,Penfever MiniMax M27 131K,open-athena/inferredbugs-sandboxes-verifier-minimax-m27-131k-traces,d1e3350,981,985,2,2,1,2,1,8,,7.5,B
penfever-traces/minimax-m27-131k/inferredbugs-sandboxes-verifier,Penfever MiniMax M27 131K,open-athena/inferredbugs-sandboxes-verifier-minimax-m27-131k-traces,d1e3350,981,986,2,2,0,2,1,7,,7.5,B
penfever-traces/minimax-m27-131k/inferredbugs-sandboxes-verifier,Penfever MiniMax M27 131K,open-athena/inferredbugs-sandboxes-verifier-minimax-m27-131k-traces,d1e3350,981,988,2,2,0,2,1,7,,7.5,B
penfever-traces/minimax-m27-131k/inferredbugs-sandboxes-verifier,Penfever MiniMax M27 131K,open-athena/inferredbugs-sandboxes-verifier-minimax-m27-131k-traces,d1e3350,981,989,2,2,1,2,1,8,,7.5,B
penfever-traces/minimax-m27-131k/inferredbugs-sandboxes-verifier,Penfever MiniMax M27 131K,open-athena/inferredbugs-sandboxes-verifier-minimax-m27-131k-traces,d1e3350,981,990,2,2,0,2,1,7,,7.5,B
penfever-traces/minimax-m27-131k/inferredbugs-sandboxes-verifier,Penfever MiniMax M27 131K,open-athena/inferredbugs-sandboxes-verifier-minimax-m27-131k-traces,d1e3350,981,991,2,2,1,2,1,8,,7.5,B
penfever-traces/minimax-m27-131k/inferredbugs-sandboxes-verifier,Penfever MiniMax M27 131K,open-athena/inferredbugs-sandboxes-verifier-minimax-m27-131k-traces,d1e3350,981,992,2,2,0,2,1,7,,7.5,B
penfever-traces/minimax-m27-131k/mix_h10_reward_binary-v2,Penfever MiniMax M27 131K,open-athena/mix_h10_reward_binary-v2-minimax-m27-131k-traces,03c9d7f,1060,1061,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/mix_h10_reward_binary-v2,Penfever MiniMax M27 131K,open-athena/mix_h10_reward_binary-v2-minimax-m27-131k-traces,03c9d7f,1060,1062,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/mix_h10_reward_binary-v2,Penfever MiniMax M27 131K,open-athena/mix_h10_reward_binary-v2-minimax-m27-131k-traces,03c9d7f,1060,1063,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/mix_h10_reward_binary-v2,Penfever MiniMax M27 131K,open-athena/mix_h10_reward_binary-v2-minimax-m27-131k-traces,03c9d7f,1060,1064,2,2,0,2,1,7,,8.0,B
penfever-traces/minimax-m27-131k/mix_h10_reward_binary-v2,Penfever MiniMax M27 131K,open-athena/mix_h10_reward_binary-v2-minimax-m27-131k-traces,03c9d7f,1060,1066,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/mix_h10_reward_binary-v2,Penfever MiniMax M27 131K,open-athena/mix_h10_reward_binary-v2-minimax-m27-131k-traces,03c9d7f,1060,1067,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/mix_h10_reward_binary-v2,Penfever MiniMax M27 131K,open-athena/mix_h10_reward_binary-v2-minimax-m27-131k-traces,03c9d7f,1060,1068,2,2,2,2,1,9,,8.0,B
penfever-traces/minimax-m27-131k/mix_h10_reward_binary-v2,Penfever MiniMax M27 131K,open-athena/mix_h10_reward_binary-v2-minimax-m27-131k-traces,03c9d7f,1060,1069,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/mix_h10_reward_binary-v2,Penfever MiniMax M27 131K,open-athena/mix_h10_reward_binary-v2-minimax-m27-131k-traces,03c9d7f,1060,1070,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/mix_h10_reward_binary-v2,Penfever MiniMax M27 131K,open-athena/mix_h10_reward_binary-v2-minimax-m27-131k-traces,03c9d7f,1060,1071,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/mix_h10_reward_proportional-v2,Penfever MiniMax M27 131K,open-athena/mix_h10_reward_proportional-v2-minimax-m27-131k-traces,78883c8,286,286,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/mix_h10_reward_proportional-v2,Penfever MiniMax M27 131K,open-athena/mix_h10_reward_proportional-v2-minimax-m27-131k-traces,78883c8,286,287,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/mix_h10_reward_proportional-v2,Penfever MiniMax M27 131K,open-athena/mix_h10_reward_proportional-v2-minimax-m27-131k-traces,78883c8,286,288,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/mix_h10_reward_proportional-v2,Penfever MiniMax M27 131K,open-athena/mix_h10_reward_proportional-v2-minimax-m27-131k-traces,78883c8,286,289,2,2,1,1,1,7,,8.0,B
penfever-traces/minimax-m27-131k/mix_h10_reward_proportional-v2,Penfever MiniMax M27 131K,open-athena/mix_h10_reward_proportional-v2-minimax-m27-131k-traces,78883c8,286,290,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/mix_h10_reward_proportional-v2,Penfever MiniMax M27 131K,open-athena/mix_h10_reward_proportional-v2-minimax-m27-131k-traces,78883c8,286,291,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/mix_h10_reward_proportional-v2,Penfever MiniMax M27 131K,open-athena/mix_h10_reward_proportional-v2-minimax-m27-131k-traces,78883c8,286,292,2,2,1,2,1,8,,8.0,B
penfever-traces/minimax-m27-131k/mix_h10_reward_proportional-v2,Penfever MiniMax M27 131K,open-athena/mix_h10_reward_proportional-v2-minimax-m27-131k-traces,78883c8,286,293,2,2,1,2,1,8,,8.0,B
